order_id,delivery_delay_days,late_status,customer_state,review_score,review_creation_date
4da3bd761ca73d692ae0f5c252495546,-17.0,False,RJ,5,2018-02-03 00:00:00
8fc207e94fa91a7649c5a5dab690272a,32.0,True,RJ,3,2017-12-20 00:00:00
4b3a605942f29d490cb74bd6ace6b9f0,-17.0,False,RS,5,2017-10-01 00:00:00
01a75ac3dd000b7628a684be97c29234,-14.0,False,RJ,1,2018-02-08 00:00:00
ee0c5c649e17808bc4a363d3a80ebf85,-1.0,False,RJ,4,2018-02-21 00:00:00
3923e3ade70348985bd2ca389905cf19,-10.0,False,SP,4,2018-03-20 00:00:00
b01875821b8dcb6abc61776f0f971bce,-14.0,False,RJ,4,2017-12-02 00:00:00
06a6627d9cc91a04e9d146bf65fee0a2,-14.0,False,SP,4,2017-07-22 00:00:00
5447160f15621601fa9ba2b94f4906b3,-16.0,False,PR,5,2017-11-29 00:00:00
01855f880aae9a984c7c33b26fcf2e02,-7.0,False,SP,5,2017-10-25 00:00:00
741fd1b80f015f170a7f458cf86769b8,-24.0,False,MG,1,2017-12-12 00:00:00
b16cec67cb3f5a4bb31abe8988b43d19,-22.0,False,RJ,5,2018-03-30 00:00:00
e6190dea235662449d160357e46eaec8,-22.0,False,SP,5,2018-01-16 00:00:00
8eeda294fab8a5ed70259afb59a10ff8,-22.0,False,PR,5,2018-02-15 00:00:00
e9ce52cd563d0124dced659e69eab10a,-11.0,False,SP,5,2017-07-18 00:00:00
aeb4c9d05ab11d7c6c9ca24f8c43bd70,-20.0,False,GO,2,2017-09-29 00:00:00
33a3edb84b9df4cb49546859b990ac6d,6.0,True,MG,1,2018-03-21 00:00:00
9885fff91f7c807525f8320e5292a3db,-7.0,False,SP,5,2018-01-25 00:00:00
62a12e4d2a742b2491d7c00d2d79bf52,-19.0,False,RS,5,2017-12-09 00:00:00
04a59fe46fc5aa341da5378c195ed53c,-8.0,False,PR,5,2017-12-12 00:00:00
86b37610c0e86e94afe3d5ba4b73fa14,-15.0,False,MT,5,2017-12-06 00:00:00
1d067305b599c1e0dceb3864056ea527,0.0,False,SP,5,2018-03-10 00:00:00
af66c46c49bdb3bf2f862efb1eb67d81,-11.0,False,SP,5,2017-08-01 00:00:00
34276839abbc2d596eb36540d36c624c,-20.0,False,RS,5,2017-10-21 00:00:00
556bbf53c2c22fbb9ef31a414dd444a6,-18.0,False,DF,4,2018-01-05 00:00:00
b2bd1f09c1b8a4a36940f6f6e49d5dec,-15.0,False,SC,5,2018-02-21 00:00:00
1370fae9b19ee5e01a2d609eb18b7c8a,-8.0,False,BA,4,2017-12-07 00:00:00
0dad6beca7ed0e352668498c29089900,-14.0,False,SP,5,2017-12-14 00:00:00
6245ae0abd9de1ae647b5da78c0ea69b,-11.0,False,SP,3,2017-09-17 00:00:00
565923f847aad52e7638eb189cce3b51,-23.0,False,MG,5,2018-01-24 00:00:00
232b75e8b6faa6ca2063184414e634a7,-11.0,False,PR,5,2017-10-10 00:00:00
ee990334acb0ff9333b01afa465f3006,-11.0,False,MT,4,2018-03-23 00:00:00
58ac1947c1a9067b9f416cba6d844a3f,-4.0,False,SP,5,2017-09-22 00:00:00
ba4ddff2b9082f079de9a84d7a5605fd,-13.0,False,SP,5,2018-01-21 00:00:00
64a2b20e6611bf80d933549f4c45ad84,-10.0,False,MT,5,2018-01-10 00:00:00
775130c792f4c6460c63162e994a1114,-24.0,False,PR,5,2017-12-12 00:00:00
37104fd8b73d0691fda9491fe8906808,-21.0,False,RS,4,2017-07-18 00:00:00
37e32b54f25d2472acbc642f7e539a36,-17.0,False,RJ,5,2017-07-18 00:00:00
43d88b0e949865904334dd5b3ca63f50,-13.0,False,SP,4,2018-03-21 00:00:00
f61b61c2cbb4192ccaf9c2c76a4cc971,-4.0,False,RS,3,2018-03-10 00:00:00
6fa204b6cf6dcfe6c9adca7dc53aa32a,-16.0,False,SP,5,2017-08-06 00:00:00
40001f4b6e1a35f0b99fc4f44078ab27,-28.0,False,AP,3,2018-01-05 00:00:00
f26f92a3da58e9c771820a7b4d9a6800,-7.0,False,SP,5,2018-02-20 00:00:00
37d6c8f1b209eab8d1b6522a1a3e4d88,-14.0,False,SP,5,2017-12-14 00:00:00
f9f76d0f8ab416a42a2a3dad0d710162,-18.0,False,MG,3,2017-12-09 00:00:00
c93e4c73cba512f76817291e0de8bec4,-12.0,False,RS,5,2017-09-23 00:00:00
258f2e5dd769d9314b349f5650005dcc,-18.0,False,MG,5,2018-02-24 00:00:00
22d17396ac4c177e0ea83929cd4f845d,-14.0,False,RS,5,2017-10-14 00:00:00
9ceb8ab5165cefecdddb546cb5a6362b,-16.0,False,RJ,4,2018-02-19 00:00:00
95a74a28d622001aafb5dd088ea0d88c,-7.0,False,SP,5,2017-11-30 00:00:00
d493148aa5f8d08914d29ec0524e1196,-12.0,False,SP,5,2018-02-15 00:00:00
a0d5b8474423ddf55228373b81a46272,-16.0,False,MS,5,2018-01-23 00:00:00
b88d7ae9bd78eac18e8b6ceb04695fb8,-12.0,False,RJ,5,2017-07-28 00:00:00
6efcd938092fe73904610b4bd39b2e7f,-17.0,False,SP,5,2017-12-19 00:00:00
1da00355018ed3e0fdd548cf3ddada99,-28.0,False,MG,5,2017-12-28 00:00:00
21c71f62d2554e1ad6c8ba9dc7af2c62,-16.0,False,SP,5,2018-01-04 00:00:00
93a21c10557cc1b1ecfe2c3a808c648a,-17.0,False,SP,5,2018-03-06 00:00:00
38c4ae942b818085578157aabd4abf9e,-26.0,False,RJ,4,2018-03-30 00:00:00
c263211bd219538f7c031591e87ef0d7,-1.0,False,PR,5,2017-12-06 00:00:00
7835af1856de332f2f3c9204b740a3a2,-16.0,False,MG,3,2018-01-04 00:00:00
17c2ee64306efa76f1389315a974eeba,-14.0,False,PR,4,2017-12-13 00:00:00
def622b4b003c4749c889dd9a0b43eca,-13.0,False,SP,5,2018-02-09 00:00:00
7e3e92dc3eaf5389f32da97228f7dd0e,-14.0,False,RS,5,2017-07-12 00:00:00
4d95703047b8a80cf5796b7478900ec7,-20.0,False,SP,5,2018-01-31 00:00:00
955e2b622db1a1f4031ef035ce9a861f,-15.0,False,SP,5,2018-01-23 00:00:00
cf8f7b73e35cb19ff895c2f45c1ded72,-8.0,False,PR,2,2018-03-01 00:00:00
f31535f21d145b2345e2bf7f09d62322,49.0,True,RJ,1,2018-03-07 00:00:00
248ff7b41bfa395f5ee828720889e664,-15.0,False,BA,3,2017-11-28 00:00:00
2d5cdc856665603f1580e3586bde89a5,-16.0,False,SP,5,2018-02-06 00:00:00
b06112f703115e6d92f3baf4e2458a5a,-8.0,False,RJ,5,2018-03-14 00:00:00
45ac1d4b219993bf334080eac1585166,-22.0,False,RJ,5,2018-01-18 00:00:00
c10ff28c81d0b9bd2a265bb0836c8b0c,-21.0,False,SP,4,2017-10-10 00:00:00
a094215e786240fcfefb83d18036a1cd,-3.0,False,SP,5,2018-02-24 00:00:00
fb9b2930f4a30f96c7cc98eaaa85e5f0,3.0,True,SP,1,2017-12-16 00:00:00
02aec12849744e266394182861265286,-15.0,False,BA,5,2017-09-13 00:00:00
2c3a5e5f5bc3ae78ed5748461e62d47d,0.0,False,SP,5,2018-02-07 00:00:00
56bd45163229b35ca0ab490c1e3d3233,-6.0,False,SP,5,2017-12-13 00:00:00
6bb1e842418aac0c9c820afd3bb63a2d,-18.0,False,GO,4,2018-03-06 00:00:00
ed91235fc08276eed0470b26a6dbd4a3,-7.0,False,PE,5,2018-03-30 00:00:00
7107c5823a581db0314f8f0fa95f61e7,-12.0,False,SP,5,2018-03-23 00:00:00
3a830ecb5338f0ff69822d388b64822e,-5.0,False,MS,4,2018-02-16 00:00:00
6d231a099f98f5a590ad78db56ae82f1,-11.0,False,SP,4,2017-11-17 00:00:00
52e5445828db681d83dccb33a15ecac4,-8.0,False,BA,3,2017-12-20 00:00:00
879195f2460f97ab2f3bf119f2e8638b,-6.0,False,SP,5,2018-02-24 00:00:00
9f882c1f904b7dd156572ada58d7a7ae,-11.0,False,RS,5,2017-12-12 00:00:00
8e9e2a5d159d5718b34b926a34a0498f,-14.0,False,SP,5,2018-01-18 00:00:00
c0aa0e99afe6f6dac845326a854690fd,-3.0,False,SP,3,2017-08-09 00:00:00
1d251ab94983c4adb11e4b168abb1439,-12.0,False,PR,5,2018-03-17 00:00:00
8a49984afb76dae66f3810e1b7093ec4,-6.0,False,PE,5,2018-03-15 00:00:00
06ae7271902bbb087fc093137fee6e81,-2.0,False,RJ,5,2018-02-21 00:00:00
4570fa83dbb31a563e06db0a554b951e,-8.0,False,SP,5,2018-03-30 00:00:00
04040ee654b248cdc512a68ecc83e4cc,-11.0,False,SP,4,2018-03-30 00:00:00
343076b69aa1f03ee4beb49cf6baee58,-20.0,False,MG,4,2017-10-04 00:00:00
f04bfdbef5359607d39e66fccc9cc0de,-12.0,False,GO,1,2017-09-23 00:00:00
bd3e89bd89fac4760b244047d795e2fe,-22.0,False,SP,5,2017-12-12 00:00:00
ae17bb94dfb3eaf396cd393eace1de80,-8.0,False,SP,3,2018-03-27 00:00:00
6379750dac6a8a1e11378e34278ae8df,-15.0,False,SP,5,2017-09-20 00:00:00
31ef15cb5a3faa4df17e96b09cd8c1a1,-11.0,False,DF,4,2017-12-12 00:00:00
dc400373e624e9b0435847a79813c658,-10.0,False,SP,5,2018-01-21 00:00:00
09d3f9f1be63c067456cc619076685a1,-15.0,False,SP,4,2017-08-30 00:00:00
e3a83a19707a6f27e4fde8d6b13d43f4,-10.0,False,MG,5,2017-09-19 00:00:00
75f433fd5ff62807235cb08b520c3c49,-10.0,False,SP,5,2017-08-09 00:00:00
bca3dc20a3ec02261c5b17dc270e9e65,-1.0,False,MG,5,2018-01-05 00:00:00
bbd64b019b5ea3ed83a114cc665328ff,-10.0,False,SP,5,2018-03-11 00:00:00
4e2160ff7a61b2bf4fbd2e527ea924d3,-12.0,False,PR,5,2018-02-23 00:00:00
6f841dde94727854eaff3f66432c80ea,-9.0,False,RJ,4,2018-01-28 00:00:00
3d087f98b006ae162b5e3b56e7bfdb4a,-22.0,False,PR,5,2018-01-24 00:00:00
d7f4e2f755cf2f40aa7c39804cfe01c4,-12.0,False,MG,5,2017-12-09 00:00:00
66f6b3a33b0339acbf55dd71977c4293,-16.0,False,RJ,5,2017-12-19 00:00:00
d65c179a817be22977e263fbc1a4fef4,-17.0,False,ES,5,2017-08-19 00:00:00
cedd898e1a953e9a8f3d763a364f6717,-19.0,False,ES,4,2017-08-26 00:00:00
f11e9516ca2b6091b64f2e2ea0ebebb3,9.0,True,MG,1,2018-03-21 00:00:00
3faf126d8a3b0684272791cd3c6cf3fe,-21.0,False,SP,5,2018-03-08 00:00:00
b7e4aca3e798d20643faacb681272a9c,-14.0,False,BA,5,2017-10-26 00:00:00
3f596c69e8e78788530d898331118c7c,-9.0,False,BA,5,2017-12-13 00:00:00
25d47ee9a060a0359e8a10a858fc39a1,-5.0,False,GO,4,2018-01-13 00:00:00
cf0ac4e12ad66c28302fc103670222fa,-10.0,False,SP,5,2017-10-29 00:00:00
43488f856ed3fa3e7d3f8228755d383b,-18.0,False,PE,5,2017-08-15 00:00:00
2728209b1b0553533bce4afc52716b60,-13.0,False,RS,4,2017-11-02 00:00:00
59d34e1064930d037d30041b73683aa7,-13.0,False,SP,5,2017-11-17 00:00:00
7842147864c0425541edd55923f3c0f1,-5.0,False,RJ,5,2018-02-18 00:00:00
6b7c5703bdc03335b37020877a06625e,-12.0,False,SP,4,2017-12-04 00:00:00
77af7c6e42549e58f42977d5be538d0d,-10.0,False,PR,5,2018-03-19 00:00:00
ed01ce003df13cab401ba2ff57ea2542,-3.0,False,SP,4,2017-11-15 00:00:00
f09942b1e1419e69f7509158f2a9c1d6,-13.0,False,SP,5,2017-12-24 00:00:00
05387d537bd2e5027aadbfb6a5123e4b,-9.0,False,BA,3,2017-11-21 00:00:00
08652363092b158440e2422e7c3ccaf4,-16.0,False,PR,5,2017-12-19 00:00:00
38c1e3d4ed6a13cd0cf612d4c09766e9,-17.0,False,SP,5,2018-02-04 00:00:00
5a63a60ea2852393994270157cd61e0a,-11.0,False,MG,5,2017-08-22 00:00:00
409e4a6eadbdc33f16ccf0bda01eec1f,-8.0,False,DF,5,2017-09-18 00:00:00
4fc42727f0b542099a7568206da01fa6,-22.0,False,MG,5,2017-12-15 00:00:00
b0ff8ff92f8d916fa2e8005cd8e1a135,-13.0,False,SP,4,2017-11-25 00:00:00
bb27f9e70d5cdc66d0c616aee3dbb387,-17.0,False,SP,5,2017-12-27 00:00:00
db0d194c127a36909de3bda3edad30bc,-12.0,False,SP,1,2017-12-11 00:00:00
884b1394fc8888e6a877df86eb19e74c,0.0,False,SP,5,2018-03-30 00:00:00
ac7a92560a9e99f0a0ab4988102f491b,-1.0,False,PR,1,2018-03-25 00:00:00
ac7a92560a9e99f0a0ab4988102f491b,-1.0,False,PR,1,2018-03-23 00:00:00
6de3383be650cfe96aed26171ad65c47,-10.0,False,SP,1,2017-10-28 00:00:00
b8c38cf37cd17fd645f2e84101c8a679,-12.0,False,MG,4,2017-09-14 00:00:00
21f4a37ec131158f1615d0f186f190af,-7.0,False,SP,1,2018-01-11 00:00:00
c186ebe3937470a2f562a2dc0bc74dd7,-10.0,False,SP,5,2017-12-05 00:00:00
e659b8223be6f632acb24fb80cf50ca9,-10.0,False,PE,5,2017-12-09 00:00:00
0f9dc92df0635605588c51ec2e4c58a0,-16.0,False,BA,5,2018-01-11 00:00:00
8efc076145638bcd5298053ddde6ff0c,-12.0,False,SP,5,2018-01-12 00:00:00
0bc4a984d79279c843421830f595273c,-9.0,False,SP,5,2017-10-26 00:00:00
bb3b61a129aba9eeb10bb81a4770f3b1,-17.0,False,PR,5,2017-09-16 00:00:00
7876404b81dcee26d47be1c7131b16ec,-24.0,False,PR,5,2017-07-22 00:00:00
5c1f2bd7eff419c165428371164d750c,-2.0,False,SP,5,2018-03-19 00:00:00
0d25f1b15acb59ceff22667265743132,-15.0,False,GO,5,2017-08-18 00:00:00
f0a82a328fd64b2796242bbfddb7e1d4,-7.0,False,MS,5,2017-10-31 00:00:00
72144791fc7fd8048eafc90d7f82ba54,-13.0,False,RJ,5,2017-08-17 00:00:00
664c5e57eb8479a79caeb79fc79699ca,-1.0,False,RJ,5,2017-11-14 00:00:00
f97a6e53615dfc1488e4bcf3dfe1cb2f,-20.0,False,RS,4,2017-09-20 00:00:00
faa911f9ff46e53aedc9408c5d6a24ad,-17.0,False,DF,1,2018-03-19 00:00:00
72344ea1113e3227494c465a64ae58aa,-16.0,False,BA,5,2018-01-24 00:00:00
56ecd129e9283080044e40f77065b350,-6.0,False,ES,4,2017-10-27 00:00:00
6c2953724cd30669e1b904e179a2346f,-10.0,False,MT,5,2018-03-13 00:00:00
7b58fca3faf09217a36d5febee5739a5,15.0,True,GO,3,2018-03-30 00:00:00
f30607daae66843552e00843c6de88ef,16.0,True,RJ,1,2018-03-31 00:00:00
4207ad8e0e4e4070f271c930d25f72d7,-8.0,False,PR,1,2017-10-24 00:00:00
4f7ce3efe568a5e57290a9fa3e45b1f5,15.0,True,PI,1,2018-02-23 00:00:00
b34523b3a1e3a1ad856985080738c879,-1.0,False,SP,5,2017-10-04 00:00:00
e5a7c745f93cb381d78042cdef65b05b,-13.0,False,SP,5,2017-09-20 00:00:00
580c882a5805c78546ea65ec6d3690e4,4.0,True,RJ,1,2018-03-04 00:00:00
eb270c4cbf3671961f3883e8b888571b,-17.0,False,RJ,3,2017-12-23 00:00:00
b1b5b604a5e207c764779ffb50527018,-17.0,False,SP,5,2017-11-15 00:00:00
c3fd670b03599718895218d479f660b6,-14.0,False,RJ,3,2017-10-19 00:00:00
a57a5bbb57b15b49050bc6a58a2f240e,-9.0,False,MG,4,2018-01-24 00:00:00
5a630e3d4aeb6fca86404481eb19cfe7,-13.0,False,SP,5,2017-12-28 00:00:00
27f9fff9f14236589804b62bce39f526,-14.0,False,PR,5,2017-07-18 00:00:00
9dc8d1a6f16f1b89874c29c9d8d30447,-13.0,False,MG,5,2017-10-25 00:00:00
9472d3c8a0ad463cbfc89897334431da,9.0,True,CE,1,2017-12-14 00:00:00
e811880120e802367a37c73fdbc0a7a2,-19.0,False,SP,5,2017-12-14 00:00:00
b417d44c131fe6470b3226c7b59f6a8f,-24.0,False,SP,5,2017-12-30 00:00:00
f049e19134a95d09c806851a5ea1872e,-12.0,False,SP,5,2017-12-15 00:00:00
e5d48f5d3719ee190629a850e362dc57,-9.0,False,SP,4,2017-12-12 00:00:00
407408433ee2a9ed77984aa5a06e2b2e,-22.0,False,MG,4,2017-10-10 00:00:00
0fc34e566d3273325c404c113f4a8b2a,4.0,True,GO,3,2017-11-29 00:00:00
b3206cf64b7cd1480a6c6f9912b20666,-10.0,False,SP,2,2017-09-20 00:00:00
c82430e4a84f03b67cc2a82fecd873f0,-8.0,False,GO,4,2017-11-22 00:00:00
c3664571c21d82f7d8ada5770af419f9,-4.0,False,SP,4,2017-12-12 00:00:00
ac85808794ef111b4689bbdb5ea7f2c9,-16.0,False,MG,5,2017-11-26 00:00:00
39a0eaa2a980c810beaf68d76e52fa96,-9.0,False,SP,4,2018-03-15 00:00:00
65d7e9625cc211f641191203e231ac24,-13.0,False,RJ,5,2017-08-16 00:00:00
c432ba5b3bb83966c1b66696c395a2fb,-21.0,False,RJ,5,2017-12-07 00:00:00
62fe29a53926ef67e73c4b5f3e1ba6f3,-15.0,False,MG,4,2018-01-10 00:00:00
769cad60df1d40dccfd5ec163be24654,-15.0,False,SP,4,2017-09-26 00:00:00
48a928c553c276852b35ce90fedfeee2,-11.0,False,MS,3,2018-02-25 00:00:00
626e4ba4ac663dadb68a6fe4b0d7b8d4,-9.0,False,RS,5,2018-03-01 00:00:00
98e54ac24cb241c366307ed88ae84902,-6.0,False,MT,4,2017-12-22 00:00:00
18d686f1bb1270182c646fe337459d79,4.0,True,SP,1,2018-03-09 00:00:00
93b82c635931ca55e5d20e0d095507ce,-1.0,False,SP,5,2017-09-13 00:00:00
cd864dfff08db3d739750d749ec053b3,-22.0,False,GO,5,2018-01-24 00:00:00
31426d292a5d34315a18ac11d6eef7eb,-19.0,False,SP,5,2018-01-27 00:00:00
1f6405caa14a2debb88594b0471ed340,-31.0,False,PR,1,2018-01-06 00:00:00
2ed75ffbf396fcdc6341f17d1a16ef5d,-15.0,False,SP,5,2017-12-15 00:00:00
64a9f2b487f66506d463ca18152280e8,-25.0,False,SP,1,2018-03-03 00:00:00
6d46f8b7f485ad93146f9880682d4eb2,-10.0,False,SP,5,2017-12-06 00:00:00
fa859e78da068661b096bfb4466ded18,-30.0,False,SP,5,2017-12-20 00:00:00
3606d0126c19d4197f835572f5162c20,2.0,True,RS,4,2018-02-22 00:00:00
87386e2485df1ab61a6d060a092e4d6f,-14.0,False,BA,5,2017-11-30 00:00:00
91bcade2288597459e1dbce52d6d0ef9,7.0,True,GO,1,2018-02-04 00:00:00
3480c6733692db0895d7f240dc18d9d6,-6.0,False,SP,5,2017-10-22 00:00:00
b028c30dc8af213ae4c26a64446211db,-6.0,False,SP,5,2017-11-24 00:00:00
7845a2492ab1b4f2cf3d56c7b8da1446,-17.0,False,PR,5,2018-01-24 00:00:00
7845a2492ab1b4f2cf3d56c7b8da1446,-17.0,False,PR,5,2018-01-27 00:00:00
b3ceb7d2c66651bd0f6531ffba8745fb,-13.0,False,RJ,4,2017-09-21 00:00:00
d52140bee663636aa4f6057e50bc06a3,20.0,True,BA,1,2018-03-29 00:00:00
3ad68235680db3c8a491e0362402fd96,-9.0,False,SP,5,2018-02-01 00:00:00
df6e64a3be9ccea48c3bfe8e096e8749,-7.0,False,SC,5,2017-09-02 00:00:00
112f6cd3047e7f158607233e26206398,-14.0,False,SP,5,2018-01-13 00:00:00
598cd40a798aa27cded050fe918ffbe7,-7.0,False,SP,4,2017-09-07 00:00:00
ac244956f757aeeb76242334254bf9a5,-20.0,False,ES,5,2017-07-26 00:00:00
118045506e1c1dda060171af43fe11b4,7.0,True,BA,1,2018-03-24 00:00:00
ec07555943e04d757937a8bea3a75ed7,-11.0,False,RJ,3,2017-11-28 00:00:00
371f13dd168ce30a881e0db8cf3929fb,-15.0,False,MA,5,2017-09-13 00:00:00
6699d7eb202a80ad0dd024134fe5ed60,-26.0,False,RJ,5,2018-01-25 00:00:00
b3e2b81932a8bc32dfffd128937c3c5e,-8.0,False,SP,5,2017-07-11 00:00:00
9db49839ad325c2bf4303df727694be2,-13.0,False,MT,5,2017-10-04 00:00:00
390d4039e108e33c6a93031f5f3f9e0d,-8.0,False,MG,4,2017-12-10 00:00:00
b8bfafcbe46deea4900feeffb2d6afaf,-13.0,False,DF,5,2018-02-02 00:00:00
d5af7f6e2db2c527fe19decfc2d37a83,-21.0,False,SP,3,2017-08-05 00:00:00
6ac882284d5fcde113962e178ba0edbb,-20.0,False,SP,1,2017-12-21 00:00:00
5e0311cb517d342851ca3b346cd4c5ab,-20.0,False,RS,5,2017-12-28 00:00:00
4efb9f3d8ba57d35f9f884744e757265,-18.0,False,MG,5,2017-07-29 00:00:00
f4b76dbfe0f911217da5adaa458f5b5b,-15.0,False,DF,5,2017-08-09 00:00:00
1b5bd1070a7857f30e0856e204f30f25,-4.0,False,RJ,5,2017-12-23 00:00:00
68a001baa8dbd45ba5096b470f57a498,-14.0,False,SP,5,2017-10-28 00:00:00
bb90b02637daa6d6ea968529eed50699,-24.0,False,SP,4,2018-02-06 00:00:00
f9c8a2771f663e15460ae6ba93205354,-20.0,False,SP,3,2017-09-28 00:00:00
2e1b28b55908e9904e59370fa0ecbb8e,-15.0,False,RN,5,2018-01-09 00:00:00
302e27012670f8e2db4418e6c619f54c,-16.0,False,MG,4,2018-02-28 00:00:00
f3d418a0887dbfd5bd41c788c87ac28b,-10.0,False,MA,1,2018-01-03 00:00:00
31b157fa9491800710e3feeb482ccee9,-15.0,False,SP,5,2017-12-14 00:00:00
9f2da077d2d1eb6e8abcacef8776e941,-9.0,False,DF,5,2017-11-14 00:00:00
b92fa055c4f004d4ae52eccce4efbe5f,-9.0,False,SP,3,2018-03-06 00:00:00
d396adb7e51ca1bcb4a84cb786fee813,-3.0,False,RS,5,2017-08-02 00:00:00
bc024a50e4e6ff5212d0febb0f4b4a37,-9.0,False,RS,5,2017-09-20 00:00:00
0e31f844aae10fe7dc2369bc0340bf21,-14.0,False,ES,5,2017-10-24 00:00:00
98cc17e56c367cbbe628aca0bbf9f08e,-16.0,False,RJ,4,2018-01-23 00:00:00
21fc1ff2a7ed8b2ec6ff62ac18d7a1b7,-4.0,False,PR,5,2018-03-06 00:00:00
